novel_label,novel_rationale,first_seen,best_topic_id,best_topic_name,similarity,action,notes,llm_label
Positive sentiment about order,The review expresses a positive sentiment about the order without specific issues.,2025-10-10T17:01:34.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4432068467140198,merge,Both topics express a positive sentiment regarding the order or experience without specific issues.,Positive Experience
Delivery Issues,The term 'pathetic clubbed delivery' suggests a significant issue with the delivery process that is not specifically covered in the existing topics.,2025-10-20T16:01:06.000000+0530,RUDE_DELIVERY_PERSON,Rude Delivery Person,0.4431116282939911,merge,"Consolidating related topics on delivery problems, including issues with delivery personnel.",Delivery Issues
Unclear Offers Timing,"The review mentions confusion about offers ending abruptly at night, which is not covered in the catalog.",2025-10-09T04:56:57.000000+0530,NO_CANCEL_OPTION,No Cancel Option,0.4430307447910309,merge,Both topics relate to customer confusion regarding offers and options.,Unclear Offers Timing
Positive feedback on scheme,The review mentions a 'good scheme' which does not fit existing categories.,2025-10-09T20:52:20.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.44185948371887207,merge,Consolidating similar topics related to delivery time and status.,App delivery time issue
App Glitches and Lags,"The review mentions glitches and lags in the app, which is not covered in the existing topics.",2025-10-19T16:04:45.000000+0530,GREAT_APP,Great App,0.4418349862098694,new,This topic is not covered in the existing topics.,Low Prices
Cold food issue,"The review mentions receiving cold food, which is not explicitly covered in the catalog.",2025-10-21T19:48:29.000000+0530,STALE_FOOD,Stale Food,0.4417768716812134,merge,Consolidated topics related to sentiment towards a company.,Sentiment Analysis
Service Unavailability Issue,"The review mentions a recurring issue with service availability, which is not explicitly covered in the catalog.",2025-10-02T10:20:12.000000+0530,OUT_OF_STOCK,Out of Stock,0.441008597612381,new,"This topic addresses the specific issue of offers not being beneficial for general customers, which is not covered in existing topics.",Limited Offers for Customers
Request for faster service,"The review expresses a desire for faster service, which is not explicitly covered in the catalog.",2025-10-14T08:22:21.000000+0530,FAST_DELIVERY,Fast Delivery,0.4406685531139374,merge,Both topics address issues related to customer support and response to complaints.,Customer Support Issues
Health Risk from Food,Review mentions hospitalization due to dangerous food.,2025-10-07T01:03:49.000000+0530,PACKAGING_LEAK,Packaging Leak,0.4406314492225647,merge,Vague feedback and positive experience are both types of feedback that can be consolidated under a broader category of feedback.,Feedback Types
Generic greeting,The review contains a friendly greeting but does not address any specific service or product issue.,2025-10-06T04:43:23.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.44043636322021484,new,"The review mentions issues with free cash disappearing, which is not covered in the existing topics.",Free cash not applied
App Crashing Issue,"The review mentions the app crashing, which is not covered in the existing topics.",2025-10-19T13:57:47.000000+0530,GREAT_APP,Great App,0.4403371214866638,merge,"Both topics emphasize the efficiency and speed of service, particularly for spontaneous orders.",Sudden Plan Convenience
Customer expectation not met,"The review indicates dissatisfaction with the service without specifying a particular issue, suggesting a broader concern about customer expectations.",2025-10-20T19:30:07.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4400308132171631,new,"This topic addresses the unique perspective of users experiencing the service for the first time, which is not covered by existing topics.",First-time user experience
No review option for delivery partner,"The review highlights the lack of an option to provide feedback specifically about the delivery partner, which is not covered in the existing topics.",2025-09-29T17:48:45.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.43981754779815674,merge,Discount Feedback is a specific instance of a positive experience related to discounts.,Positive Experience
General dissatisfaction,The review expresses unhappiness without specifying an issue.,2025-10-01T18:44:00.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.4396483898162842,merge,"Both topics relate to dissatisfaction with service or food quality, but Topic A specifies a lack of clarity in the request.",Unclear request
App Bug Issues,Review mentions app being buggy and unresponsive.,2025-10-19T08:17:24.000000+0530,GREAT_APP,Great App,0.43948671221733093,merge,Both topics relate to problems with order fulfillment and management.,Order Issues
App performance issue,"Review mentions lag and usability issues after an update, which is not covered in the catalog.",2025-10-18T11:48:01.000000+0530,GREAT_APP,Great App,0.43947267532348633,new,"The review mentions an issue with a discount not being applied at payment, which is not covered in the existing topics.",Discount not applying
Delivery Partner Availability Issue,"The review highlights a recurring issue with the availability of delivery partners, which is not explicitly covered in the existing topics.",2025-10-10T14:22:34.000000+0530,NO_DELIVERY_YET,No Delivery Yet,0.4390098452568054,new,"This topic addresses a specific issue regarding ads interfering with delivery tracking, which is not covered in existing topics.",Ads disrupt delivery tracking
Cashback Feedback,"The review mentions cashback, which is not covered in the existing topics.",2025-10-22T08:38:44.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.43841850757598877,merge,"Both topics relate to issues in restaurant operations, with Topic A discussing order acceptance from closed restaurants and Topic B highlighting unprofessional behavior that may arise in such situations.",Order Acceptance After Closure
Service Availability Issue,"The review mentions unavailability of service except through the app, which is not covered in the catalog.",2025-09-29T19:57:06.000000+0530,OUT_OF_STOCK,Out of Stock,0.43817073106765747,merge,"Both topics address issues related to reviews, with Topic A being a general category and Topic B being a specific quality concern that can fall under unrelated content.",Unrelated Review Content
Cashback issue with payment,"Review mentions cashback not received when using GPay, which is not covered in the catalog.",2025-10-25T21:01:45.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.437593936920166,merge,"Both topics address the issue of inadequate responses, with Topic A focusing on general disappointment and Topic B specifically on complaints.",Lack of Response
App Ban Request,User expresses desire to ban the app.,2025-10-10T02:57:02.000000+0530,GREAT_APP,Great App,0.43707844614982605,new,"This topic addresses a specific situation regarding a restaurant not honoring a table reservation, which is not covered in existing topics.",Table reservation issue
Pricing Comparison,Review mentions being cheaper than competitors.,2025-10-14T08:23:40.000000+0530,OVERPRICED_ITEMS,Overpriced Items,0.43673327565193176,merge,Both topics reflect a general positive sentiment towards the service without addressing specific issues.,Interest in service
Slow Payment Process,"The review mentions a slow payment process, which is not specifically covered in the catalog.",2025-10-20T13:45:27.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.4365285038948059,merge,"High Fees are often related to GST charges, indicating a common concern regarding financial burdens.",GST Concerns
Harmful Food Concern,"The review mentions food being harmful, which is not specifically addressed in the catalog.",2025-10-20T13:43:22.000000+0530,POOR_QUALITY,Poor Quality,0.4363669455051422,merge,Topics A and B represent opposite sentiments and do not overlap in content.,General dissatisfaction
Ambiguous positive sentiment,The review expresses a positive sentiment but lacks specific context or relevance to existing topics.,2025-10-22T08:51:40.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.435722291469574,merge,Consolidated due to conflicting user experiences; some users report bugs while others praise the app.,App Bug Issues
Service Depth Issues,Review mentions lack of depth in service metrics and operational clarity.,2025-10-05T21:28:44.000000+0530,VERY_GOOD_SERVICE,Very Good Service,0.4348832964897156,merge,Consolidating feedback on app performance and usability issues into a single topic.,App performance issue
Time Tracking Feedback,Review discusses tracking delivery time before rating.,2025-10-22T14:28:02.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.43484339118003845,merge,Consolidating 'No Delivery Yet' under 'Delivery Partner Availability Issue' as it addresses the underlying issue of delivery partner availability.,Delivery Partner Availability Issue
